Mod:Item:MetaData, Localized Name
armorplus:coal_boots, Carbon Plated Boots
armorplus:lapis_helmet, Lapis Helmet
armorplus:lapis_chestplate, Lapis Chestplate
armorplus:lapis_leggings, Lapis Leggings
armorplus:lapis_boots, Lapis Boots
armorplus:redstone_helmet, Redstone Helmet
armorplus:redstone_chestplate, Redstone Chestplate
armorplus:redstone_leggings, Redstone Leggings
armorplus:redstone_boots, Redstone Boots
armorplus:emerald_helmet, Emerald Helmet
armorplus:emerald_chestplate, Emerald Chestplate
armorplus:emerald_leggings, Emerald Leggings
armorplus:emerald_boots, Emerald Boots
armorplus:obsidian_helmet, Obsidian Helmet
armorplus:obsidian_chestplate, Obsidian Chestplate
armorplus:obsidian_leggings, Obsidian Leggings
armorplus:obsidian_boots, Obsidian Boots
armorplus:infused_lava_helmet, Infused Lava Helmet
armorplus:infused_lava_chestplate, Infused Lava Chestplate
armorplus:infused_lava_leggings, Infused Lava Leggings
armorplus:infused_lava_boots, Infused Lava Boots
armorplus:chicken_helmet, Chicken Helmet
armorplus:chicken_chestplate, Chicken Chestplate
armorplus:chicken_leggings, Chicken Leggings
armorplus:chicken_boots, Chicken Boots
armorplus:slime_helmet, Slime Helmet
armorplus:slime_chestplate, Slime Chestplate
armorplus:slime_leggings, Slime Leggings
armorplus:slime_boots, Slime Boots
armorplus:guardian_helmet, Guardian Helmet
armorplus:guardian_chestplate, Guardian Chestplate
armorplus:guardian_leggings, Guardian Leggings
armorplus:guardian_boots, Guardian Boots
armorplus:super_star_helmet, Super Star Helmet
armorplus:super_star_chestplate, Super Star Chestplate
armorplus:super_star_leggings, Super Star Leggings
armorplus:super_star_boots, Super Star Boots
armorplus:ender_dragon_helmet, Ender Dragon Helmet
armorplus:ender_dragon_chestplate, Ender Dragon Chestplate
armorplus:ender_dragon_leggings, Ender Dragon Leggings
armorplus:ender_dragon_boots, Ender Dragon Boots
armorplus:the_ultimate_helmet, The Ultimate Helmet
armorplus:the_ultimate_chestplate, The Ultimate Chestplate
armorplus:the_ultimate_leggings, The Ultimate Leggings
armorplus:the_ultimate_boots, The Ultimate Boots
armorplus:ardite_helmet, Ardite Helmet
armorplus:ardite_chestplate, Ardite Chestplate
armorplus:ardite_leggings, Ardite Leggings
armorplus:ardite_boots, Ardite Boots
armorplus:cobalt_helmet, Cobalt Helmet
armorplus:cobalt_chestplate, Cobalt Chestplate
armorplus:cobalt_leggings, Cobalt Leggings
armorplus:cobalt_boots, Cobalt Boots
armorplus:manyullyn_helmet, Manyullyn Helmet
armorplus:manyullyn_chestplate, Manyullyn Chestplate
armorplus:manyullyn_leggings, Manyullyn Leggings
armorplus:manyullyn_boots, Manyullyn Boots
armorplus:pig_iron_helmet, Pig Iron Helmet
armorplus:pig_iron_chestplate, Pig Iron Chestplate
armorplus:pig_iron_leggings, Pig Iron Leggings
armorplus:pig_iron_boots, Pig Iron Boots
armorplus:knight_slime_helmet, Knight Slime Helmet
armorplus:knight_slime_chestplate, Knight Slime Chestplate
armorplus:knight_slime_leggings, Knight Slime Leggings
armorplus:knight_slime_boots, Knight Slime Boots
armorplus:coal_horse_armor, Coal Horse Armor
armorplus:lapis_horse_armor, Lapis Horse Armor
armorplus:redstone_horse_armor, Redstone Horse Armor
armorplus:emerald_horse_armor, Emerald Horse Armor
armorplus:obsidian_horse_armor, Obsidian Horse Armor
armorplus:infused_lava_horse_armor, Infused Lava Horse Armor
armorplus:guardian_horse_armor, Guardian Horse Armor
armorplus:super_star_horse_armor, Super Star Horse Armor
armorplus:ender_dragon_horse_armor, Ender Dragon Horse Armor
armorplus:coal_sword, Coal Sword
armorplus:lapis_sword, Lapis Sword
armorplus:redstone_sword, Redstone Sword
armorplus:emerald_sword, Emerald Sword
armorplus:obsidian_sword, Obsidian Sword
armorplus:infused_lava_sword, Infused Lava Sword
armorplus:guardian_sword, Guardian Sword
armorplus:super_star_sword, Super Star Sword
armorplus:ender_dragon_sword, Ender Dragon Sword
armorplus:coal_battle_axe:0, Coal Battle Axe
armorplus:lapis_battle_axe:0, Lapis Battle Axe
armorplus:redstone_battle_axe:0, Redstone Battle Axe
armorplus:emerald_battle_axe:0, Emerald Battle Axe
armorplus:obsidian_battle_axe:0, Obsidian Battle Axe
armorplus:infused_lava_battle_axe:0, Infused Lava Battle Axe
armorplus:guardian_battle_axe:0, Guardian Battle Axe
armorplus:super_star_battle_axe:0, Super Star Battle Axe
armorplus:ender_dragon_battle_axe:0, Ender Dragon Battle Axe
armorplus:coal_bow, Coal Bow
armorplus:lapis_bow, Lapis Bow
armorplus:redstone_bow, Redstone Bow
armorplus:emerald_bow, Emerald Bow
armorplus:obsidian_bow, Obsidian Bow
armorplus:infused_lava_bow, Infused Lava Bow
armorplus:guardian_bow, Guardian Bow
armorplus:super_star_bow, Super Star Bow
armorplus:ender_dragon_bow, Ender Dragon Bow
armorplus:chainmail_helmet, Enhanced Chainmail Helmet
armorplus:chainmail_chestplate, Enhanced Chainmail Chestplate
armorplus:chainmail_leggings, Enhanced Chainmail Leggings
armorplus:chainmail_boots, Enhanced Chainmail Boots
armorplus:iron_helmet, Enhanced Iron Helmet
armorplus:iron_chestplate, Enhanced Iron Chestplate
armorplus:iron_leggings, Enhanced Iron Leggings
armorplus:iron_boots, Enhanced Iron Boots
armorplus:gold_helmet, Enhanced Golden Helmet
armorplus:gold_chestplate, Enhanced Golden Chestplate
armorplus:gold_leggings, Enhanced Golden Leggings
armorplus:gold_boots, Enhanced Golden Boots
armorplus:diamond_helmet, Enhanced Diamond Helmet
armorplus:diamond_chestplate, Enhanced Diamond Chestplate
armorplus:diamond_leggings, Enhanced Diamond Leggings
armorplus:diamond_boots, Enhanced Diamond Boots
armorplus:coal_pickaxe, Coal Pickaxe
armorplus:lapis_pickaxe, Lapis Pickaxe
armorplus:redstone_pickaxe, Redstone Pickaxe
armorplus:emerald_pickaxe, Emerald Pickaxe
armorplus:obsidian_pickaxe, Obsidian Pickaxe
armorplus:infused_lava_pickaxe, Infused Lava Pickaxe
armorplus:guardian_pickaxe, Guardian Pickaxe
armorplus:super_star_pickaxe, Super Star Pickaxe
armorplus:ender_dragon_pickaxe, Ender Dragon Pickaxe
armorplus:dusk, Fragment of Dusk
armorplus:noon, Fragment of Noon
armorplus:midnight, Fragment of Midnight
armorplus:dawn, Fragment of Dawn
armorplus:map, Map
armorplus:map_of_overworld, Map of Overworld
armorplus:map_of_the_nether, Map of The Nether
armorplus:map_of_the_end, Map of The End
armorplus:map_of_sacrifice, Map of Sacrifice
armorplus:map_of_the_realm, Map of The Realm
armorplus:map_of_arena, Map [Arena]
armorplus:map_of_the_shaper, Map of The Shaper
armorplus:map_of_the_elder, Map of The Elder
armorplus:dungeon_placer_1, item.armorplus.dungeon_placer_1.name
armorplus:dungeon_placer_2, item.armorplus.dungeon_placer_2.name
armorplus:dungeon_placer_3, item.armorplus.dungeon_placer_3.name
betterquesting:placeholder, Item Placeholder
betterquesting:extra_life:0, Extra Life
betterquesting:extra_life:1, Half Heart
betterquesting:extra_life:2, Quarter Heart
betterquesting:guide_book, Better Questing Starter Guide
bq_standard:loot_chest, Loot Chest
betterquesting:submit_station, Object Submission Station (OSS)
buildinggadgets:buildingtool, Building Gadget
buildinggadgets:exchangertool, Exchanging Gadget
buildinggadgets:copypastetool, Copy-Paste Gadget
buildinggadgets:templatemanager, Template Manager
buildinggadgets:template, Template
buildinggadgets:destructiontool, Destruction Gadget
buildinggadgets:constructionblock_dense, Dense Construction Block
buildinggadgets:constructionblock, Construction Block
buildinggadgets:constructionblockpowder, Construction Block Powder
buildinggadgets:constructionpaste, Construction Paste
buildinggadgets:construction_chunk_dense, Dense Construction Chunk
buildinggadgets:constructionpastecontainer, Paste Container
buildinggadgets:constructionpastecontainert2, Paste Container T2
buildinggadgets:constructionpastecontainert3, Paste Container T3
buildinggadgets:constructionpastecontainercreative, Creative Paste Container
chesttransporter:chesttransporter, Wooden Chest Transporter
chesttransporter:chesttransporter_iron, Iron Chest Transporter
chesttransporter:chesttransporter_gold, Golden Chest Transporter
chesttransporter:chesttransporter_diamond, Diamond Chest Transporter
chesttransporter:chesttransporter_copper, Copper Chest Transporter
chesttransporter:chesttransporter_silver, Silver Chest Transporter
chesttransporter:chesttransporter_tin, Tin Chest Transporter
chesttransporter:chesttransporter_obsidian, Obsidian Chest Transporter
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
cns:star_core, Nether Star Core
cns:star_fragment, Nether Star Tip North
darkutils:trap_move, Vector Plate
darkutils:trap_move_fast, Fast Vector Plate
darkutils:trap_move_hyper, Extreme Vector Plate
darkutils:update_detector, Block Update Detector
darkutils:trap_tile:0, Poison Trap
darkutils:trap_tile:1, Weakness Trap
darkutils:trap_tile:2, Damage Trap
darkutils:trap_tile:3, Slowness Trap
darkutils:trap_tile:4, Flame Trap
darkutils:trap_tile:5, Wither Trap
darkutils:trap_tile:6, Maim Trap
darkutils:trap_tile:7, Player Trap
darkutils:trap_anchor, Anchor Plate
darkutils:sneaky, Sneaky Block
darkutils:sneaky_lever, Sneaky Lever
darkutils:sneaky_ghost, Sneaky False Block
darkutils:sneaky_torch, Sneaky Torch
darkutils:sneaky_obsidian, Sneaky Obsidian
darkutils:sneaky_plate, Sneaky Pressure Plate
darkutils:sneaky_bedrock, Sneaky Bedrock
darkutils:sneaky_button, Sneaky Button
darkutils:shulker_pearl, Shulker Pearl
darkutils:pearl_block:0, Pearl Block
darkutils:pearl_block:1, Pearl Brick
darkutils:pearl_block:2, Carved Pearl Block
darkutils:pearl_block:3, Chiseled Pearl Block
darkutils:timer, Timer
darkutils:monolith:0, Monolith of Experience
darkutils:monolith:1, Monolith of Spawning
darkutils:filter:0, Mob Filter
darkutils:filter:1, Mob Filter
darkutils:filter:2, Mob Filter
darkutils:filter:3, Mob Filter
darkutils:filter:4, Mob Filter
darkutils:filter:5, Mob Filter
darkutils:filter:6, Mob Filter
darkutils:filter:7, Mob Filter
darkutils:filter:8, Mob Filter
darkutils:filter:9, Mob Filter
darkutils:filter:10, Mob Filter
darkutils:filter_inverted:0, Inverted Mob Filter
darkutils:filter_inverted:1, Inverted Mob Filter
darkutils:filter_inverted:2, Inverted Mob Filter
darkutils:filter_inverted:3, Inverted Mob Filter
darkutils:filter_inverted:4, Inverted Mob Filter
darkutils:filter_inverted:5, Inverted Mob Filter
darkutils:filter_inverted:6, Inverted Mob Filter
darkutils:filter_inverted:7, Inverted Mob Filter
darkutils:filter_inverted:8, Inverted Mob Filter
darkutils:filter_inverted:9, Inverted Mob Filter
darkutils:filter_inverted:10, Inverted Mob Filter
darkutils:lore_tag:0, §0Lore Tag
darkutils:lore_tag:1, §1Lore Tag
darkutils:lore_tag:2, §2Lore Tag
darkutils:lore_tag:3, §3Lore Tag
darkutils:lore_tag:4, §4Lore Tag
darkutils:lore_tag:5, §5Lore Tag
darkutils:lore_tag:6, §6Lore Tag
darkutils:lore_tag:7, §7Lore Tag
darkutils:lore_tag:8, §8Lore Tag
darkutils:lore_tag:9, §9Lore Tag
darkutils:lore_tag:10, §aLore Tag
darkutils:lore_tag:11, §bLore Tag
darkutils:lore_tag:12, §cLore Tag
darkutils:lore_tag:13, §dLore Tag
darkutils:lore_tag:14, §eLore Tag
darkutils:lore_tag:15, §fLore Tag
darkutils:grate, Item Grate
darkutils:fake_tnt, TNT
darkutils:ender_tether, Ender Tether
darkutils:ender_hopper, Ender Hopper
darkutils:ender_pearl_hopper, Pearled Ender Hopper
darkutils:slime_dyed:0, White Slime Block
darkutils:slime_dyed:1, Orange Slime Block
darkutils:slime_dyed:2, Magenta Slime Block
darkutils:slime_dyed:3, Light Blue Slime Block
darkutils:slime_dyed:4, Yellow Slime Block
darkutils:slime_dyed:5, Lime Slime Block
darkutils:slime_dyed:6, Pink Slime Block
darkutils:slime_dyed:7, Gray Slime Block
darkutils:slime_dyed:8, Light Gray Slime Block
darkutils:slime_dyed:9, Cyan Slime Block
darkutils:slime_dyed:10, Purple Slime Block
darkutils:slime_dyed:11, Blue Slime Block
darkutils:slime_dyed:12, Brown Slime Block
darkutils:slime_dyed:13, Green Slime Block
darkutils:slime_dyed:14, Red Slime Block
darkutils:slime_dyed:15, Black Slime Block
darkutils:material:0, Wither Dust
darkutils:material:1, Unstable Ender Pearl
darkutils:material:2, Dwindle Cream
darkutils:material:3, Dark Sugar
darkutils:wither_block:0, Wither Dust Block
darkutils:wither_block:1, Wither Dust Bricks
darkutils:wither_block:2, Carved Wither Dust Block
darkutils:wither_block:3, Chiseled Wither Dust Block
darkutils:wither_block:4, Corrupted Wither Dust Block
darkutils:wither_block:5, Checkered Wither Dust Block
darkutils:charm_agression, Aggression Charm
darkutils:focus_sash, Focus Sash
darkutils:charm_gluttony, Gluttony Charm
darkutils:charm_null, Null Charm
darkutils:charm_portal, Portal Charm
darkutils:charm_sleep, Sleep Charm
darkutils:anti_slime, Anti-Slime Block
deepmoblearning:machine_casing, Dark Steel Machine Hull
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
deepmoblearning:soot_covered_redstone, Soot-covered Redstone
deepmoblearning:soot_covered_plate, Soot-covered Plate
deepmoblearning:polymer_clay, Pulsating Polymer Clay
deepmoblearning:deep_learner, §bDeep Learner§r
deepmoblearning:data_model_blank, Blank Data Model
deepmoblearning:creative_model_learner, Creative Model Learner
deepmoblearning:trial_key, §bTrial Key§r
deepmoblearning:glitch_heart, §bCorrupted Glitch Heart§r
deepmoblearning:glitch_fragment, §bUnstable Glitch Fragment§r
deepmoblearning:glitch_infused_ingot, §bGlitch Infused Ingot§r
deepmoblearning:glitch_infused_helmet, §bGlitch Infused Helmet§r
deepmoblearning:glitch_infused_chestplate, §bGlitch Infused Chestplate§r
deepmoblearning:glitch_infused_leggings, §bGlitch Infused Leggings§r
deepmoblearning:glitch_infused_boots, §bGlitch Infused Greaves§r
deepmoblearning:glitch_infused_sword, §bGlitch Infused Sword§r
deepmoblearning:data_model_zombie, §bZombie Data Model§r
deepmoblearning:data_model_skeleton, §bSkeleton Data Model§r
deepmoblearning:data_model_creeper, §bCreeper Data Model§r
deepmoblearning:data_model_spider, §bSpider Data Model§r
deepmoblearning:data_model_slime, §bSlime Data Model§r
deepmoblearning:data_model_witch, §bWitch Data Model§r
deepmoblearning:data_model_blaze, §bBlaze Data Model§r
deepmoblearning:data_model_ghast, §bGhast Data Model§r
deepmoblearning:data_model_wither_skeleton, §bWither Skeleton Data Model§r
deepmoblearning:data_model_enderman, §bEnderman Data Model§r
deepmoblearning:data_model_wither, §bWither Data Model§r
deepmoblearning:data_model_dragon, §bEnder Dragon Data Model§r
deepmoblearning:data_model_shulker, §bShulker Data Model§r
deepmoblearning:data_model_guardian, §bGuardian Data Model§r
deepmoblearning:data_model_thermal_elemental, §bThermal Elemental Data Model§r
deepmoblearning:living_matter_overworldian, Overworldian Matter
deepmoblearning:living_matter_hellish, Hellish Matter
deepmoblearning:living_matter_extraterrestrial, Extraterrestrial Matter
deepmoblearning:pristine_matter_zombie, Pristine Zombie Matter
deepmoblearning:pristine_matter_skeleton, Pristine Skeleton Matter
deepmoblearning:pristine_matter_creeper, Pristine Creeper Matter
deepmoblearning:pristine_matter_spider, Pristine Spider Matter
deepmoblearning:pristine_matter_slime, Pristine Slime Matter
deepmoblearning:pristine_matter_witch, Pristine Witch Matter
deepmoblearning:pristine_matter_blaze, Pristine Blaze Matter
deepmoblearning:pristine_matter_ghast, Pristine Ghast Matter
deepmoblearning:pristine_matter_wither_skeleton, Pristine Wither Skeleton Matter
deepmoblearning:pristine_matter_enderman, Pristine Enderman Matter
deepmoblearning:pristine_matter_wither, Pristine Wither Matter
deepmoblearning:pristine_matter_dragon, Pristine Ender Dragon Matter
deepmoblearning:pristine_matter_shulker, Pristine Shulker Matter
deepmoblearning:pristine_matter_guardian, Pristine Guardian Matter
deepmoblearning:pristine_matter_thermal_elemental, Pristine Thermal Elemental Matter
gregtech:machine:1, Small Steam Solid Fuel Boiler
gregtech:machine:2, High Pressure Steam Solid Fuel Boiler
gregtech:machine:3, Steam Solar Boiler
gregtech:machine:4, High Pressure Steam Solar Boiler
gregtech:machine:5, Small Steam Liquid Boiler
gregtech:machine:6, High Pressure Steam Liquid Boiler
gregtech:machine:7, Steam Extractor
gregtech:machine:8, High Pressure Steam Extractor
gregtech:machine:9, Steam Macerator
gregtech:machine:10, High Pressure Steam Macerator
gregtech:machine:11, Steam Compressor
gregtech:machine:12, High Pressure Steam Compressor
gregtech:machine:13, Steam Forge Hammer
gregtech:machine:14, High Pressure Steam Forge Hammer
gregtech:machine:15, Steam Furnace
gregtech:machine:16, High Pressure Steam Furnace
gregtech:machine:17, Steam Alloy Smelter
gregtech:machine:18, High Pressure Steam Alloy Smelter
gregtech:machine:19, Steam Rock Breaker
gregtech:machine:20, High Pressure Steam Rock Breaker
gregtech:machine:21, Steam Miner
gregtech:machine:50, Basic Electric Furnace
gregtech:machine:51, Advanced Electric Furnace
gregtech:machine:52, Advanced Electric Furnace II
gregtech:machine:53, Advanced Electric Furnace III
gregtech:machine:54, Elite Electric Furnace
gregtech:machine:55, Elite Electric Furnace II
gregtech:machine:56, Elite Electric Furnace III
gregtech:machine:57, Elite Electric Furnace IV
gregtech:machine:65, Basic Macerator
gregtech:machine:66, Advanced Macerator
gregtech:machine:67, Advanced Macerator II
gregtech:machine:68, Advanced Macerator III
gregtech:machine:69, Elite Macerator
gregtech:machine:70, Elite Macerator II
gregtech:machine:71, Elite Macerator III
gregtech:machine:72, Elite Macerator IV
gregtech:machine:80, Basic Alloy Smelter
gregtech:machine:81, Advanced Alloy Smelter
gregtech:machine:82, Advanced Alloy Smelter II
gregtech:machine:83, Advanced Alloy Smelter III
gregtech:machine:84, Elite Alloy Smelter
gregtech:machine:85, Elite Alloy Smelter II
gregtech:machine:86, Elite Alloy Smelter III
gregtech:machine:87, Elite Alloy Smelter IV
gregtech:machine:95, Basic Arc Furnace
gregtech:machine:96, Advanced Arc Furnace
gregtech:machine:97, Advanced Arc Furnace II
gregtech:machine:98, Advanced Arc Furnace III
gregtech:machine:99, Elite Arc Furnace
gregtech:machine:100, Elite Arc Furnace II
gregtech:machine:101, Elite Arc Furnace III
gregtech:machine:102, Elite Arc Furnace IV
gregtech:machine:110, Basic Assembling Machine
gregtech:machine:111, Advanced Assembling Machine
gregtech:machine:112, Advanced Assembling Machine II
gregtech:machine:113, Advanced Assembling Machine III
gregtech:machine:114, Elite Assembling Machine
gregtech:machine:115, Elite Assembling Machine II
gregtech:machine:116, Elite Assembling Machine III
gregtech:machine:117, Elite Assembling Machine IV
gregtech:machine:125, Basic Autoclave
gregtech:machine:126, Advanced Autoclave
gregtech:machine:127, Advanced Autoclave II
gregtech:machine:128, Advanced Autoclave III
gregtech:machine:129, Elite Autoclave
gregtech:machine:130, Elite Autoclave II
gregtech:machine:131, Elite Autoclave III
gregtech:machine:132, Elite Autoclave IV
gregtech:machine:140, Basic Bending Machine
gregtech:machine:141, Advanced Bending Machine
gregtech:machine:142, Advanced Bending Machine II
gregtech:machine:143, Advanced Bending Machine III
gregtech:machine:144, Elite Bending Machine
gregtech:machine:145, Elite Bending Machine II
gregtech:machine:146, Elite Bending Machine III
gregtech:machine:147, Elite Bending Machine IV
gregtech:machine:155, Basic Brewery
gregtech:machine:156, Advanced Brewery
gregtech:machine:157, Advanced Brewery II
gregtech:machine:158, Advanced Brewery III
gregtech:machine:159, Elite Brewery
gregtech:machine:160, Elite Brewery II
gregtech:machine:161, Elite Brewery III
gregtech:machine:162, Elite Brewery IV
gregtech:machine:170, Basic Canning Machine
gregtech:machine:171, Advanced Canning Machine
gregtech:machine:172, Advanced Canning Machine II
gregtech:machine:173, Advanced Canning Machine III
gregtech:machine:174, Elite Canning Machine
gregtech:machine:175, Elite Canning Machine II
gregtech:machine:176, Elite Canning Machine III
gregtech:machine:177, Elite Canning Machine IV
gregtech:machine:185, Basic Centrifuge
gregtech:machine:186, Advanced Centrifuge
gregtech:machine:187, Advanced Centrifuge II
gregtech:machine:188, Advanced Centrifuge III
gregtech:machine:189, Elite Centrifuge
gregtech:machine:190, Elite Centrifuge II
gregtech:machine:191, Elite Centrifuge III
gregtech:machine:192, Elite Centrifuge IV
gregtech:machine:200, Basic Chemical Bath
gregtech:machine:201, Advanced Chemical Bath
gregtech:machine:202, Advanced Chemical Bath II
gregtech:machine:203, Advanced Chemical Bath III
gregtech:machine:204, Elite Chemical Bath
gregtech:machine:205, Elite Chemical Bath II
gregtech:machine:206, Elite Chemical Bath III
gregtech:machine:207, Elite Chemical Bath IV
gregtech:machine:215, Basic Chemical Reactor
gregtech:machine:216, Advanced Chemical Reactor
gregtech:machine:217, Advanced Chemical Reactor II
gregtech:machine:218, Advanced Chemical Reactor III
gregtech:machine:219, Elite Chemical Reactor
gregtech:machine:220, Elite Chemical Reactor II
gregtech:machine:221, Elite Chemical Reactor III
gregtech:machine:222, Elite Chemical Reactor IV
gregtech:machine:230, Basic Compressor
gregtech:machine:231, Advanced Compressor
gregtech:machine:232, Advanced Compressor II
gregtech:machine:233, Advanced Compressor III
gregtech:machine:234, Elite Compressor
gregtech:machine:235, Elite Compressor II
gregtech:machine:236, Elite Compressor III
gregtech:machine:237, Elite Compressor IV
gregtech:machine:245, Basic Cutting Machine
gregtech:machine:246, Advanced Cutting Machine
gregtech:machine:247, Advanced Cutting Machine II
gregtech:machine:248, Advanced Cutting Machine III
gregtech:machine:249, Elite Cutting Machine
gregtech:machine:250, Elite Cutting Machine II
gregtech:machine:251, Elite Cutting Machine III
gregtech:machine:252, Elite Cutting Machine IV
gregtech:machine:260, Basic Distillery
gregtech:machine:261, Advanced Distillery
gregtech:machine:262, Advanced Distillery II
gregtech:machine:263, Advanced Distillery III
gregtech:machine:264, Elite Distillery
gregtech:machine:265, Elite Distillery II
gregtech:machine:266, Elite Distillery III
gregtech:machine:267, Elite Distillery IV
gregtech:machine:275, Basic Electrolyzer
gregtech:machine:276, Advanced Electrolyzer
gregtech:machine:277, Advanced Electrolyzer II
gregtech:machine:278, Advanced Electrolyzer III
gregtech:machine:279, Elite Electrolyzer
gregtech:machine:280, Elite Electrolyzer II
gregtech:machine:281, Elite Electrolyzer III
gregtech:machine:282, Elite Electrolyzer IV
gregtech:machine:290, Basic Electromagnetic Separator
gregtech:machine:291, Advanced Electromagnetic Separator
gregtech:machine:292, Advanced Electromagnetic Separator II
gregtech:machine:293, Advanced Electromagnetic Separator III
gregtech:machine:294, Elite Electromagnetic Separator
gregtech:machine:295, Elite Electromagnetic Separator II
gregtech:machine:296, Elite Electromagnetic Separator III
gregtech:machine:297, Elite Electromagnetic Separator IV
gregtech:machine:305, Basic Extractor
gregtech:machine:306, Advanced Extractor
gregtech:machine:307, Advanced Extractor II
gregtech:machine:308, Advanced Extractor III
gregtech:machine:309, Elite Extractor
gregtech:machine:310, Elite Extractor II
gregtech:machine:311, Elite Extractor III
gregtech:machine:312, Elite Extractor IV
gregtech:machine:320, Basic Extruder
gregtech:machine:321, Advanced Extruder
gregtech:machine:322, Advanced Extruder II
gregtech:machine:323, Advanced Extruder III
gregtech:machine:324, Elite Extruder
gregtech:machine:325, Elite Extruder II
gregtech:machine:326, Elite Extruder III
gregtech:machine:327, Elite Extruder IV
gregtech:machine:335, Basic Fermenter
gregtech:machine:336, Advanced Fermenter
gregtech:machine:337, Advanced Fermenter II
gregtech:machine:338, Advanced Fermenter III
gregtech:machine:339, Elite Fermenter
gregtech:machine:340, Elite Fermenter II
gregtech:machine:341, Elite Fermenter III
gregtech:machine:342, Elite Fermenter IV
gregtech:machine:380, Basic Fluid Heater
gregtech:machine:381, Advanced Fluid Heater
gregtech:machine:382, Advanced Fluid Heater II
gregtech:machine:383, Advanced Fluid Heater III
gregtech:machine:384, Elite Fluid Heater
gregtech:machine:385, Elite Fluid Heater II
gregtech:machine:386, Elite Fluid Heater III
gregtech:machine:387, Elite Fluid Heater IV
gregtech:machine:395, Basic Fluid Solidifier
gregtech:machine:396, Advanced Fluid Solidifier
gregtech:machine:397, Advanced Fluid Solidifier II
gregtech:machine:398, Advanced Fluid Solidifier III
gregtech:machine:399, Elite Fluid Solidifier
gregtech:machine:400, Elite Fluid Solidifier II
gregtech:machine:401, Elite Fluid Solidifier III
gregtech:machine:402, Elite Fluid Solidifier IV
gregtech:machine:410, Basic Forge Hammer
gregtech:machine:411, Advanced Forge Hammer
gregtech:machine:412, Advanced Forge Hammer II
gregtech:machine:413, Advanced Forge Hammer III
gregtech:machine:414, Elite Forge Hammer
gregtech:machine:415, Elite Forge Hammer II
gregtech:machine:416, Elite Forge Hammer III
gregtech:machine:417, Elite Forge Hammer IV
gregtech:machine:425, Basic Forming Press
gregtech:machine:426, Advanced Forming Press
gregtech:machine:427, Advanced Forming Press II
gregtech:machine:428, Advanced Forming Press III
gregtech:machine:429, Elite Forming Press
gregtech:machine:430, Elite Forming Press II
gregtech:machine:431, Elite Forming Press III
gregtech:machine:432, Elite Forming Press IV
gregtech:machine:440, Basic Lathe
gregtech:machine:441, Advanced Lathe
gregtech:machine:442, Advanced Lathe II
gregtech:machine:443, Advanced Lathe III
gregtech:machine:444, Elite Lathe
gregtech:machine:445, Elite Lathe II
gregtech:machine:446, Elite Lathe III
gregtech:machine:447, Elite Lathe IV
gregtech:machine:470, Basic Mixer
gregtech:machine:471, Advanced Mixer
gregtech:machine:472, Advanced Mixer II
gregtech:machine:473, Advanced Mixer III
gregtech:machine:474, Elite Mixer
gregtech:machine:475, Elite Mixer II
gregtech:machine:476, Elite Mixer III
gregtech:machine:477, Elite Mixer IV
gregtech:machine:485, Basic Ore Washing Plant
gregtech:machine:486, Advanced Ore Washing Plant
gregtech:machine:487, Advanced Ore Washing Plant II
gregtech:machine:488, Advanced Ore Washing Plant III
gregtech:machine:489, Elite Ore Washing Plant
gregtech:machine:490, Elite Ore Washing Plant II
gregtech:machine:491, Elite Ore Washing Plant III
gregtech:machine:492, Elite Ore Washing Plant IV
gregtech:machine:500, Basic Packager
gregtech:machine:501, Advanced Packager
gregtech:machine:502, Advanced Packager II
gregtech:machine:503, Advanced Packager III
gregtech:machine:504, Elite Packager
gregtech:machine:505, Elite Packager II
gregtech:machine:506, Elite Packager III
gregtech:machine:507, Elite Packager IV
gregtech:machine:530, Basic Gas Collector
gregtech:machine:531, Advanced Gas Collector
gregtech:machine:532, Advanced Gas Collector II
gregtech:machine:533, Advanced Gas Collector III
gregtech:machine:534, Atmosphere Collector
gregtech:machine:535, Atmosphere Collector II
gregtech:machine:536, Atmosphere Collector III
gregtech:machine:537, Atmosphere Collector IV
gregtech:machine:545, Basic Polarizer
gregtech:machine:546, Advanced Polarizer
gregtech:machine:547, Advanced Polarizer II
gregtech:machine:548, Advanced Polarizer III
gregtech:machine:549, Elite Polarizer
gregtech:machine:550, Elite Polarizer II
gregtech:machine:551, Elite Polarizer III
gregtech:machine:552, Elite Polarizer IV
gregtech:machine:560, Basic Precision Laser Engraver
gregtech:machine:561, Advanced Precision Laser Engraver
gregtech:machine:562, Advanced Precision Laser Engraver II
gregtech:machine:563, Advanced Precision Laser Engraver III
gregtech:machine:564, Elite Precision Laser Engraver
gregtech:machine:565, Elite Precision Laser Engraver II
gregtech:machine:566, Elite Precision Laser Engraver III
gregtech:machine:567, Elite Precision Laser Engraver IV
gregtech:machine:575, Basic Sifting Machine
gregtech:machine:576, Advanced Sifting Machine
gregtech:machine:577, Advanced Sifting Machine II
gregtech:machine:578, Advanced Sifting Machine III
